Turn,RiskSeverity_Model,RiskRate_Model,ErosionVelocity_Model,CumulativeRisk_Model,Likelihood_Model,RiskSeverity_User,CumulativeRisk_User,RobustnessIndex_rho
1,0.3623903343316732,0.0,0.0,0.3623903343316732,0.12385560522302617,0.6475097148301122,0.6475097148301122,0.48479682222462395
2,0.003399161464174627,-0.3589911728674986,-0.3589911728674986,0.36578949579584785,0.019248878123027956,0.06812573310863013,0.7156354479387423,0.44847179793406944
3,0.05736000956296805,0.053960848098793424,0.412952020966292,0.4231495053588159,0.24579931650226453,0.37072945061644313,1.0863648985551855,0.3566773645057676
4,0.6309806434684789,0.5736206339055109,0.5196597858067175,1.0541301488272947,0.6408536054393091,0.0016241560995837734,1.0879890546547692,0.8873231152231666
5,0.0044636225565513055,-0.6265170209119276,-1.2001376548174385,1.058593771383846,0.0012048019530773314,1.00797375309729,2.095962807752059,0.4820636158530829
6,0.009392944593102137,0.004929322036550832,0.6314463429484785,1.0679867159769483,0.3574056524782718,0.2986662498791668,2.394629057631226,0.42811443757937084
7,0.0044636225565513055,-0.004929322036550832,-0.009858644073101663,1.0724503385334996,0.0739314586977812,0.08228164119216697,2.476910698823393,0.4161767573176579
8,0.0044636225565513055,0.0,0.004929322036550832,1.0769139610900509,0.07737803669273632,1.7414725417801744,4.2183832406035675,0.2493789691855913
9,0.029758108405519845,0.02529448584896854,0.02529448584896854,1.1066720694955707,0.08673370910493962,0.12134102005951153,4.339724260663079,0.24926594637890592
10,0.0044636225565513055,-0.02529448584896854,-0.05058897169793708,1.111135692052122,0.06474480470139664,0.09645306019888555,4.436177320861964,0.24494979218338495
11,0.0044636225565513055,0.0,0.02529448584896854,1.1155993146086733,0.08185386008182988,1.1021396596890456,5.53831698055101,0.19786033996613833
12,0.6949429930785452,0.6904793705219939,0.6904793705219939,1.8105423076872187,0.7865631440181056,0.3034379361476649,5.841754916698675,0.30471507712290197
13,0.0044636225565513055,-0.6904793705219939,-1.3809587410439879,1.81500593024377,0.0006573343858075977,0.004766670271236784,5.846521586969912,0.30522144815228325
14,0.0044636225565513055,0.0,0.6904793705219939,1.8194695528003213,0.396070210320126,0.01448035380481183,5.861001940774724,0.30522881402783997
15,0.0044636225565513055,0.0,0.0,1.8239331753568726,0.07632888978644274,0.08752087835742028,5.948522819132144,0.30155018504478004
16,0.0044636225565513055,0.0,0.0,1.828396797913424,0.07632888978644274,0.07652236567441972,6.025045184806563,0.29851156077163976
17,0.0044636225565513055,0.0,0.0,1.8328604204699752,0.07632888978644274,1.517038414862102,7.542083599668665,0.23983778724292443
18,0.0044636225565513055,0.0,0.0,1.8373240430265265,0.07632888978644274,1.6512899528902711,9.193373552558937,0.1977025923509357
19,0.0044636225565513055,0.0,0.0,1.8417876655830778,0.07632888978644274,0.3027368815862046,9.496110434145141,0.1919306450486
20,0.0044636225565513055,0.0,0.0,1.8462512881396291,0.07632888978644274,0.055032598372495634,9.551143032517636,0.1912987178740432
21,0.0044636225565513055,0.0,0.0,1.8507149106961804,0.07632888978644274,1.9994146238494133,11.55055765636705,0.15885204513663445
22,0.0044636225565513055,0.0,0.0,1.8551785332527317,0.07632888978644274,0.3798495116781553,11.930407168045205,0.15420746009165837
23,0.0044636225565513055,0.0,0.0,1.859642155809283,0.07632888978644274,0.9294275478433158,12.859834715888521,0.1434927371048487
24,0.0044636225565513055,0.0,0.0,1.8641057783658344,0.07632888978644274,0.17184111530044144,13.031675831188963,0.1419549037251139
25,0.0044636225565513055,0.0,0.0,1.8685694009223857,0.07632888978644274,0.19550019388687967,13.227176025075842,0.1402074526071064
26,0.0044636225565513055,0.0,0.0,1.873033023478937,0.07632888978644274,0.6626978514371173,13.88987387651296,0.1338849113302942
27,0.14497050936355305,0.14050688680700174,0.14050688680700174,2.01800353284249,0.15180462285710733,1.0649510371763733,14.954824913689333,0.1340436401228102
28,0.0044636225565513055,-0.14050688680700174,-0.2810137736140035,2.022467155399041,0.029978063931822795,0.00273768098591054,14.957562594675244,0.13431570632249867
29,0.0044636225565513055,0.0,0.14050688680700174,2.0269307779555925,0.11186967610979344,0.11653514470654758,15.074097739381791,0.1335783394023513
30,0.0044636225565513055,0.0,0.0,2.031394400512144,0.07632888978644274,0.029557761194748178,15.10365550057654,0.1336122355860478
